photo_id,scientificName,kingdom,phylum,class,order,family,genus,species,common_name,photo_url
20931,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/20931/medium.jpg
66804,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/66804/medium.JPG
77224,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/77224/medium.jpg
79640,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/79640/medium.jpg
79641,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/79641/medium.jpg
79642,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/79642/medium.jpg
146192,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/146192/medium.JPG
166406,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/166406/medium.JPG
166376,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/166376/medium.JPG
133834,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/133834/medium.jpg
136338,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/136338/medium.JPG
174419,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/174419/medium.jpg
179792,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/179792/medium.jpg
182163,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/182163/medium.JPG
186362,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/186362/medium.jpg
186363,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/186363/medium.jpg
190399,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/190399/medium.jpg
190400,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/190400/medium.jpg
190401,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/190401/medium.jpg
196900,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/196900/medium.JPG
196897,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/196897/medium.JPG
199650,Araneus diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,diadematus,Cross Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/199650/medium.JPG
34590,Araniella displicata,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araniella,displicata,Six-spotted Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/34590/medium.jpg
34636,Argiope aemula,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aemula,Oval St. Andrew's Cross Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/34636/medium.jpg
34676,Diplocentrus spitzeri,Animalia,Arthropoda,Arachnida,Scorpiones,Diplocentridae,Diplocentrus,spitzeri,Spitzer's Scorpion,http://inaturalist-open-data.s3.amazonaws.com/photos/34676/medium.jpg
35035,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/35035/medium.jpg
35036,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/35036/medium.jpg
63555,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/63555/medium.jpg
68843,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/68843/medium.jpg
125339,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/125339/medium.jpg
158156,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/158156/medium.JPG
166384,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/166384/medium.JPG
166403,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/166403/medium.JPG
175743,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/175743/medium.jpg
187898,Pisaurina mira,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Pisaurina,mira,American Nursery Web Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/187898/medium.jpg
35043,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/35043/medium.jpg
68988,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/68988/medium.jpg
69035,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/69035/medium.jpg
94132,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/94132/medium.jpg
111156,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/111156/medium.JPG
158123,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/158123/medium.JPG
166988,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/166988/medium.JPG
172427,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/172427/medium.JPG
207161,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/207161/medium.jpg
198616,Dolomedes tenebrosus,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,tenebrosus,Dark Fishing Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/198616/medium.jpg
38926,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/38926/medium.jpg
36587,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/36587/medium.jpg
37726,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/37726/medium.jpg
37727,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/37727/medium.jpg
99275,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/99275/medium.jpg
131685,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/131685/medium.JPG
142298,Dermacentor variabilis,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,variabilis,American Dog Tick,http://inaturalist-open-data.s3.amazonaws.com/photos/142298/medium.JPG
90585250,Phalangium opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,European Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/90585250/medium.jpeg
90585265,Phalangium opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,European Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/90585265/medium.jpeg
158317,Phalangium opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,European Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/158317/medium.JPG
199069,Phalangium opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,European Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/199069/medium.JPG
199070,Phalangium opilio,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,opilio,European Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/199070/medium.JPG
44015,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/44015/medium.jpg
44016,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/44016/medium.jpg
55313,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/55313/medium.jpg
68845,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/68845/medium.jpg
139454,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/139454/medium.JPG
139455,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/139455/medium.JPG
140799,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/140799/medium.JPG
140800,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/140800/medium.JPG
143526,Leiobunum vittatum,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leiobunum,vittatum,Eastern Harvestman,http://inaturalist-open-data.s3.amazonaws.com/photos/143526/medium.JPG
47899,Philodromus rufus,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,rufus,Red Running Crab Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/47899/medium.jpg
47900,Philodromus rufus,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,rufus,Red Running Crab Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/47900/medium.jpg
45125,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/45125/medium.jpg
45118,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/45118/medium.jpg
45126,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/45126/medium.jpg
139654,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/139654/medium.jpg
139655,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/139655/medium.jpg
139656,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/139656/medium.jpg
139657,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/139657/medium.jpg
7381302,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/7381302/medium.jpg
143143,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/143143/medium.JPG
143133,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/143133/medium.JPG
143142,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/143142/medium.JPG
177327,Paraphidippus aurantius,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Paraphidippus,aurantius,Golden Jumping Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/177327/medium.jpg
46265,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/46265/medium.jpg
46276,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/46276/medium.jpg
57056,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/57056/medium.jpg
57057,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/57057/medium.jpg
57330,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/57330/medium.JPG
57331,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/57331/medium.JPG
58496,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/58496/medium.jpg
63738,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/63738/medium.jpg
398,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/398/medium.jpg
67945,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/67945/medium.JPG
68061,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/68061/medium.JPG
68063,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/68063/medium.JPG
68840,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/68840/medium.jpg
662329,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/662329/medium.jpg
69033,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/69033/medium.jpg
69463,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/69463/medium.jpg
69464,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/69464/medium.jpg
91862,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/91862/medium.JPG
145560,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/145560/medium.JPG
152616,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/152616/medium.JPG
154808,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/154808/medium.jpg
160135,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/160135/medium.jpg
162511,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/162511/medium.jpg
162512,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/162512/medium.JPG
162526,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/162526/medium.jpg
172522,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/172522/medium.JPG
172523,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/172523/medium.JPG
173391,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/173391/medium.JPG
174273,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/174273/medium.JPG
178445,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/178445/medium.JPG
194155,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/194155/medium.jpg
196770,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/196770/medium.JPG
201799,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/201799/medium.jpg
201807,Argiope aurantia,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,aurantia,Yellow Garden Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/201807/medium.jpg
46664,Parabuthus raudus,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,raudus,Rough Thick-tailed Scorpion,http://inaturalist-open-data.s3.amazonaws.com/photos/46664/medium.jpg
46665,Zeria monteiri,Animalia,Arthropoda,Arachnida,Solifugae,Solpugidae,Zeria,monteiri,Pale Moon Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/46665/medium.jpg
46666,Zeria monteiri,Animalia,Arthropoda,Arachnida,Solifugae,Solpugidae,Zeria,monteiri,Pale Moon Spider,http://inaturalist-open-data.s3.amazonaws.com/photos/46666/medium.jpg
46965,Aceria brachytarsa,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eriophyidae,Aceria,brachytarsa,California Black Walnut Pouch Gall Mite,http://inaturalist-open-data.s3.amazonaws.com/photos/46965/medium.JPG
46966,Aceria brachytarsa,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eriophyidae,Aceria,brachytarsa,California Black Walnut Pouch Gall Mite,http://inaturalist-open-data.s3.amazonaws.com/photos/46966/medium.JPG
46967,Aceria brachytarsa,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eriophyidae,Aceria,brachytarsa,California Black Walnut Pouch Gall Mite,http://inaturalist-open-data.s3.amazonaws.com/photos/46967/medium.JPG
46968,Aceria brachytarsa,Animalia,Arthropoda,Arachnida,Sarcoptiformes,Eriophyidae,Aceria,brachytarsa,California Black Walnut Pouch Gall Mite,http://inaturalist-open-data.s3.amazonaws.com/photos/46968/medium.JPG
47681,Avicularia rufa,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Avicularia,rufa,Yellow-banded Pinktoe Tarantula,http://inaturalist-open-data.s3.amazonaws.com/photos/47681/medium.jpg
47682,Avicularia rufa,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Avicularia,rufa,Yellow-banded Pinktoe Tarantula,http://inaturalist-open-data.s3.amazonaws.com/photos/47682/medium.jpg
48151,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/48151/medium.jpg
48156,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/48156/medium.jpg
48152,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/48152/medium.jpg
48155,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/48155/medium.jpg
126003,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/126003/medium.jpg
162723,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/162723/medium.JPG
165666,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/165666/medium.JPG
168582,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/168582/medium.JPG
168588,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/168588/medium.JPG
168590,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/168590/medium.JPG
177568,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/177568/medium.JPG
177570,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/177570/medium.JPG
188671,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/188671/medium.jpg
188746,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/188746/medium.jpg
188747,Neoscona crucifera,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,crucifera,Hentz's Orbweaver,http://inaturalist-open-data.s3.amazonaws.com/photos/188747/medium.jpg
