name,updated_name,dataset,image_size,image_size_rat,image_size_cat,param_count,size,architecture,technique,dataset-size,imagenet-zeroshot-val-top1,imagenetv2-zeroshot-val-top1,imagenets-zeroshot-val-top1,imagenetr-zeroshot-val-top1,imageneta-zeroshot-val-top1,imagenet-average-robustness,imagenet-effective-robustness,in100-zeroshot-val-top1,in100v2-zeroshot-val-top1,in100s-zeroshot-val-top1,in100r-zeroshot-val-top1,in100a-zeroshot-val-top1,in100-average-robustness,in100-effective-robustness,in100-dogs-zeroshot-val-top1,in100-dogs-v2-zeroshot-val-top1,in100-dogs-s-zeroshot-val-top1,in100-dogs-r-zeroshot-val-top1,in100-dogs-a-zeroshot-val-top1,in100-dogs-average-robustness,in100-dogs-effective-robustness
resnetrs270,resnetrs270,in1k,352,0.44,M,129.86,L,Convolution,Conventional,1200000,0.834,0.73,0.355,0.481,0.35,0.479,0.574,0.9648,0.913,0.611449931,0.513479226,0.39287945,0.608,0.63,0.8494,0.699,0.472244094,0.735305417,0.511363636,0.604,0.711
resnetrs350,resnetrs350,in1k,384,0.48,M,163.96,L,Convolution,Conventional,1200000,0.84,0.737,0.37,0.498,0.399,0.501,0.596,0.9628,0.916,0.647649026,0.52378687,0.395377889,0.621,0.645,0.8536,0.711,0.488188976,0.740299654,0.568181818,0.627,0.735
resnetrs420,resnetrs420,in1k,416,0.52,L,191.89,L,Convolution,Conventional,1200000,0.843,0.741,0.382,0.511,0.431,0.516,0.612,0.9582,0.9,0.581939799,0.503013003,0.339163023,0.581,0.606,0.8436,0.682,0.479527559,0.730695352,0.488636364,0.595,0.705
resnetrs50,resnetrs50,in1k,224,0.28,S,35.69,S,Convolution,Conventional,1200000,0.789,0.674,0.275,0.397,0.101,0.362,0.459,0.957,0.895,0.467243754,0.39961941,0.271705184,0.508,0.531,0.8248,0.668,0.382677165,0.628889743,0.545454545,0.556,0.674
resnetv2_101,resnetv2_101,in1k,224,0.28,S,44.54,S,Convolution,Conventional,1200000,0.812,0.704,0.311,0.435,0.2,0.413,0.509,0.9466,0.881,0.434782609,0.437519822,0.307307933,0.515,0.544,0.8044,0.634,0.398622047,0.668843642,0.363636364,0.516,0.641
resnetv2_101x1_bitm,resnetv2_101x1_bitm,in21k,448,0.56,L,44.54,S,Convolution,Conventional,14200000,0.839,0.736,0.368,0.495,0.389,0.497,0.592,0.9532,0.889,0.51937832,0.47446876,0.335415365,0.555,0.582,0.7736,0.606,0.337204724,0.6212063,0.420454545,0.496,0.641
resnetv2_101x3_bitm,resnetv2_101x3_bitm,in21k,448,0.56,L,387.93,L,Convolution,Conventional,14200000,0.854,0.756,0.431,0.565,0.54,0.573,0.671,0.959,0.908,0.578792052,0.527117031,0.399750156,0.603,0.629,0.7856,0.632,0.370275591,0.650787553,0.545454545,0.55,0.7
resnetv2_152x2_bit_teacher,resnetv2_152x2_bit_teacher,in21k,224,0.28,S,236.34,L,Convolution,Conventional,14200000,0.831,0.726,0.349,0.475,0.331,0.47,0.566,0.9702,0.93,0.612040134,0.537741833,0.47532792,0.639,0.659,0.8294,0.674,0.392716535,0.67575874,0.556818182,0.575,0.693
resnetv2_152x2_bit_teacher_384,resnetv2_152x2_bit_teacher_384,in21k,384,0.48,M,236.34,L,Convolution,Conventional,14200000,0.851,0.754,0.413,0.542,0.512,0.555,0.652,0.951,0.894,0.590596105,0.513796384,0.404122423,0.601,0.632,0.7716,0.602,0.38523622,0.659239339,0.545454545,0.548,0.71
resnetv2_152x2_bitm,resnetv2_152x2_bitm,in21k,448,0.56,L,236.34,L,Convolution,Conventional,14200000,0.854,0.756,0.428,0.565,0.54,0.572,0.67,0.96,0.909,0.616565021,0.528861402,0.42660837,0.62,0.646,0.7838,0.629,0.394488189,0.669611986,0.534090909,0.557,0.711
resnetv2_152x4_bitm,resnetv2_152x4_bitm,in21k,480,0.6,L,936.53,L,Convolution,Conventional,14200000,0.861,0.765,0.478,0.63,0.608,0.62,0.72,0.9584,0.909,0.597481802,0.531874405,0.482198626,0.63,0.657,0.7854,0.616,0.403149606,0.653476758,0.556818182,0.557,0.709
resnetv2_50,resnetv2_50,in1k,224,0.28,S,25.55,S,Convolution,Conventional,1200000,0.792,0.676,0.28,0.401,0.11,0.367,0.463,0.9428,0.881,0.445209522,0.431176657,0.260462211,0.504,0.535,0.8026,0.614,0.395275591,0.646177488,0.431818182,0.522,0.65
resnetv2_50d_evos,resnetv2_50d_evos,in1k,288,0.36,M,25.59,S,Convolution,Conventional,1200000,0.82,0.71,0.326,0.451,0.245,0.433,0.528,0.9596,0.906,0.498721228,0.457817951,0.325421611,0.547,0.57,0.8324,0.664,0.418700787,0.644256627,0.5,0.557,0.669
resnetv2_50d_gn,resnetv2_50d_gn,in1k,288,0.36,M,25.57,S,Convolution,Conventional,1200000,0.818,0.709,0.32,0.446,0.239,0.429,0.524,0.9586,0.902,0.494589809,0.446400254,0.332292317,0.544,0.567,0.833,0.674,0.424409449,0.650787553,0.579545455,0.582,0.699
resnetv2_50x1_bit_distilled,resnetv2_50x1_bit_distilled,in1k,224,0.28,S,25.55,S,Convolution,Conventional,1200000,0.821,0.711,0.328,0.453,0.251,0.436,0.531,0.971,0.921,0.521148928,0.497462734,0.42598376,0.591,0.609,0.838,0.685,0.407086614,0.688052247,0.602272727,0.596,0.711
resnetv2_50x1_bitm,resnetv2_50x1_bitm,in21k,448,0.56,L,25.55,S,Convolution,Conventional,14200000,0.824,0.716,0.334,0.459,0.273,0.446,0.541,0.939,0.879,0.533346449,0.468284174,0.272954403,0.538,0.573,0.7478,0.572,0.326574803,0.594698425,0.363636364,0.464,0.62
resnetv2_50x3_bitm,resnetv2_50x3_bitm,in21k,448,0.56,L,217.32,L,Convolution,Conventional,14200000,0.849,0.748,0.399,0.532,0.473,0.538,0.634,0.9556,0.899,0.583710407,0.534411671,0.39350406,0.603,0.631,0.7842,0.621,0.373622047,0.65386093,0.431818182,0.52,0.663
resnext101_32x8d,resnext101_32x8d,in1k,224,0.28,S,88.79,M,Convolution,Conventional,1200000,0.79,0.675,0.276,0.398,0.102,0.363,0.459,0.9508,0.897,0.479638009,0.446241675,0.259212992,0.521,0.548,0.8192,0.663,0.416732283,0.686899731,0.534090909,0.575,0.702
resnext101_64x4d,resnext101_64x4d,in1k,288,0.36,M,83.46,M,Convolution,Conventional,1200000,0.837,0.732,0.36,0.486,0.367,0.486,0.581,0.966,0.919,0.510328546,0.458452268,0.434103685,0.58,0.6,0.8556,0.692,0.445669291,0.672685363,0.568181818,0.595,0.695
resnext26ts,resnext26ts,in1k,256,0.32,M,10.3,S,Convolution,Conventional,1200000,0.755,0.633,0.234,0.352,0.047,0.317,0.42,0.9338,0.854,0.419634074,0.411037108,0.186133666,0.468,0.501,0.78,0.578,0.331102362,0.58470995,0.511363636,0.501,0.642
resnext50_32x4d,resnext50_32x4d,in1k,224,0.28,S,25.03,S,Convolution,Conventional,1200000,0.802,0.69,0.295,0.416,0.145,0.387,0.483,0.9614,0.905,0.452488688,0.428163654,0.341661462,0.532,0.553,0.8382,0.673,0.406692913,0.627737226,0.545454545,0.563,0.672
resnext50_32x4d,resnext50_32x4d,in1k,224,0.28,S,25.03,S,Convolution,Conventional,1200000,0.776,0.658,0.255,0.377,0.048,0.335,0.432,0.9614,0.905,0.452488688,0.428163654,0.341661462,0.532,0.553,0.8382,0.673,0.406692913,0.627737226,0.545454545,0.563,0.672
resnext50d_32x4d,resnext50d_32x4d,in1k,224,0.28,S,25.05,S,Convolution,Conventional,1200000,0.791,0.676,0.278,0.4,0.104,0.365,0.461,0.9542,0.895,0.448750738,0.434189661,0.272954403,0.513,0.538,0.8312,0.654,0.381299213,0.625816366,0.454545455,0.529,0.636
rexnet_100,rexnet_100,in1k,224,0.28,S,4.8,S,Convolution,Conventional,1200000,0.785,0.669,0.268,0.393,0.089,0.355,0.452,0.9448,0.876,0.458587448,0.411988582,0.256714553,0.501,0.53,0.805,0.621,0.385826772,0.614291202,0.465909091,0.522,0.648
rexnet_130,rexnet_130,in1k,224,0.28,S,7.56,S,Convolution,Conventional,1200000,0.791,0.675,0.278,0.4,0.104,0.364,0.46,0.9542,0.903,0.472949046,0.440849984,0.296064959,0.528,0.553,0.8194,0.658,0.395472441,0.627737226,0.545454545,0.557,0.68
rexnet_150,rexnet_150,in1k,224,0.28,S,9.73,S,Convolution,Conventional,1200000,0.803,0.69,0.296,0.416,0.147,0.387,0.482,0.9576,0.902,0.515246901,0.474627339,0.32729544,0.555,0.58,0.8246,0.656,0.433267717,0.679216289,0.602272727,0.593,0.719
rexnet_200,rexnet_200,in1k,224,0.28,S,16.37,S,Convolution,Conventional,1200000,0.812,0.704,0.31,0.434,0.192,0.41,0.505,0.9604,0.915,0.540822349,0.488423723,0.361648969,0.576,0.6,0.8366,0.675,0.443307087,0.688820592,0.579545455,0.597,0.714
sebotnet33ts_256,sebotnet33ts_256,in1k,256,0.32,M,13.7,S,ViT,Conventional,1200000,0.814,0.705,0.312,0.437,0.207,0.415,0.51,0.957,0.909,0.457800512,0.399143673,0.374765771,0.535,0.559,0.827,0.651,0.390944882,0.616596235,0.590909091,0.562,0.68
sehalonet33ts,sehalonet33ts,in1k,256,0.32,M,13.69,S,ViT,Conventional,1200000,0.809,0.7,0.307,0.429,0.182,0.405,0.501,0.9612,0.893,0.451111548,0.410402791,0.366021237,0.53,0.551,0.8276,0.671,0.38503937,0.60660776,0.625,0.572,0.691
selecsls42b,selecsls42b,in1k,224,0.28,S,32.46,S,Convolution,Conventional,1200000,0.755,0.633,0.233,0.352,0.047,0.316,0.419,0.9456,0.871,0.416879795,0.402949572,0.209868832,0.475,0.502,0.8094,0.635,0.359645669,0.597003458,0.420454545,0.503,0.621
selecsls60,selecsls60,in1k,224,0.28,S,30.67,S,Convolution,Conventional,1200000,0.769,0.649,0.247,0.367,0.057,0.33,0.429,0.9462,0.889,0.44186504,0.433079607,0.214241099,0.495,0.523,0.8136,0.638,0.385433071,0.637341529,0.454545455,0.529,0.65
selecsls60b,selecsls60b,in1k,224,0.28,S,32.77,S,Convolution,Conventional,1200000,0.775,0.658,0.255,0.376,0.067,0.339,0.437,0.9482,0.889,0.447570332,0.430383761,0.232979388,0.5,0.527,0.8164,0.644,0.376377953,0.638109873,0.522727273,0.545,0.668
semnasnet_075,semnasnet_075.rmsp_in1k,in1k,224,0.28,S,2.91,S,Convolution,Conventional,1200000,0.75,0.628,0.222,0.345,0.039,0.309,0.412,0.9292,0.846,0.41707653,0.393117666,0.190505934,0.462,0.497,0.7516,0.56,0.322244094,0.595850941,0.420454545,0.475,0.632
semnasnet_100,semnasnet_100.rmsp_in1k,in1k,224,0.28,S,3.89,S,Convolution,Conventional,1200000,0.751,0.629,0.224,0.347,0.04,0.31,0.413,0.9322,0.842,0.417666732,0.383920076,0.194878201,0.46,0.493,0.7814,0.582,0.32480315,0.560507107,0.352272727,0.455,0.582
sequencer2d_l,sequencer2d_l,in1k,224,0.28,S,54.3,M,LSTM,Conventional,1200000,0.835,0.731,0.358,0.484,0.356,0.482,0.577,0.9532,0.888,0.504819988,0.452426261,0.315427858,0.54,0.567,0.8278,0.656,0.406299213,0.658470995,0.590909091,0.578,0.698
sequencer2d_m,sequencer2d_m,in1k,224,0.28,S,38.31,S,LSTM,Conventional,1200000,0.828,0.723,0.342,0.466,0.306,0.459,0.554,0.9362,0.872,0.463505804,0.451950523,0.267332917,0.514,0.549,0.7888,0.619,0.378937008,0.643104111,0.613636364,0.564,0.715
sequencer2d_s,sequencer2d_s,in1k,224,0.28,S,27.65,S,LSTM,Conventional,1200000,0.823,0.715,0.333,0.457,0.268,0.443,0.538,0.9098,0.834,0.410781035,0.422454805,0.211742661,0.47,0.517,0.7654,0.592,0.35,0.633115636,0.568181818,0.536,0.7
seresnet152d,seresnet152d,in1k,320,0.4,M,66.84,M,Convolution,Conventional,1200000,0.838,0.734,0.364,0.493,0.377,0.492,0.587,0.9688,0.913,0.570529215,0.524579765,0.451592755,0.615,0.635,0.8496,0.698,0.48976378,0.742604687,0.579545455,0.627,0.738
seresnet33ts,seresnet33ts,in1k,256,0.32,M,19.78,S,Convolution,Conventional,1200000,0.802,0.689,0.294,0.415,0.144,0.386,0.481,0.9518,0.881,0.467637222,0.442277196,0.286071205,0.519,0.545,0.8208,0.65,0.406496063,0.632347292,0.5,0.547,0.666
seresnet50,seresnet50,in1k,224,0.28,S,28.09,S,Convolution,Conventional,1200000,0.802,0.688,0.294,0.415,0.141,0.385,0.48,0.9572,0.905,0.486720441,0.451633365,0.322298563,0.541,0.565,0.8252,0.661,0.425,0.660776028,0.431818182,0.545,0.66
seresnext101_32x8d,seresnext101_32x8d,in1k,288,0.36,M,93.57,M,Convolution,Conventional,1200000,0.839,0.737,0.37,0.497,0.395,0.5,0.596,0.9706,0.915,0.529608499,0.475420235,0.487195503,0.602,0.62,0.8576,0.712,0.47480315,0.715712639,0.636363636,0.635,0.74
seresnext101d_32x8d,seresnext101d_32x8d,in1k,288,0.36,M,93.59,M,Convolution,Conventional,1200000,0.841,0.739,0.373,0.503,0.411,0.507,0.603,0.9674,0.92,0.574267165,0.487472249,0.50843223,0.623,0.644,0.8624,0.705,0.497440945,0.721475221,0.579545455,0.626,0.726
seresnext26d_32x4d,seresnext26d_32x4d,in1k,224,0.28,S,16.81,S,Convolution,Conventional,1200000,0.785,0.67,0.27,0.394,0.091,0.356,0.454,0.9468,0.875,0.400944324,0.40152236,0.248594628,0.482,0.509,0.8142,0.627,0.349212598,0.590472532,0.454545455,0.505,0.62
seresnext26t_32x4d,seresnext26t_32x4d,in1k,224,0.28,S,16.81,S,Convolution,Conventional,1200000,0.784,0.669,0.268,0.392,0.089,0.355,0.453,0.9486,0.878,0.414518985,0.400095147,0.261086821,0.488,0.514,0.8144,0.625,0.351968504,0.578947368,0.443181818,0.5,0.614
seresnext26ts,seresnext26ts,in1k,256,0.32,M,10.39,S,Convolution,Conventional,1200000,0.776,0.659,0.256,0.378,0.071,0.341,0.439,0.9418,0.856,0.433208735,0.411354266,0.224234853,0.481,0.511,0.7884,0.621,0.35019685,0.593930081,0.511363636,0.519,0.658
seresnext50_32x4d,seresnext50_32x4d,in1k,224,0.28,S,27.56,S,Convolution,Conventional,1200000,0.81,0.7,0.308,0.431,0.184,0.406,0.501,0.9632,0.906,0.504033051,0.451791944,0.369144285,0.558,0.579,0.8308,0.677,0.43484252,0.676142912,0.522727273,0.578,0.696
seresnextaa101d_32x8d,seresnextaa101d_32x8d,in1k,288,0.36,M,93.59,M,Convolution,Conventional,1200000,0.844,0.741,0.385,0.517,0.439,0.521,0.617,0.9676,0.923,0.584890813,0.513796384,0.518425984,0.635,0.656,0.8654,0.706,0.488976378,0.728774491,0.738636364,0.666,0.77
skresnet18,skresnet18,in1k,224,0.28,S,11.96,S,Convolution,Conventional,1200000,0.731,0.608,0.213,0.331,0.03,0.296,0.405,0.9204,0.834,0.422191619,0.401839518,0.163023111,0.455,0.494,0.7572,0.582,0.341535433,0.613138686,0.420454545,0.489,0.646
skresnet34,skresnet34,in1k,224,0.28,S,22.28,S,Convolution,Conventional,1200000,0.773,0.655,0.253,0.371,0.065,0.336,0.435,0.9396,0.864,0.47078497,0.425943546,0.231105559,0.498,0.53,0.7874,0.634,0.391929134,0.659239339,0.454545455,0.535,0.679
skresnext50_32x4d,skresnext50_32x4d,in1k,224,0.28,S,27.48,S,Convolution,Conventional,1200000,0.803,0.692,0.297,0.419,0.153,0.39,0.486,0.9554,0.896,0.447373598,0.431176657,0.324172392,0.525,0.55,0.825,0.663,0.381889764,0.619669612,0.568181818,0.558,0.676
spnasnet_100,spnasnet_100.rmsp_in1k,in1k,224,0.28,S,4.42,S,Convolution,Conventional,1200000,0.74,0.621,0.216,0.336,0.036,0.302,0.408,0.9258,0.834,0.369270116,0.376784015,0.183635228,0.441,0.476,0.759,0.568,0.308858268,0.547061083,0.443181818,0.467,0.615
ssl_resnet18,ssl_resnet18,yfc-semisl,224,0.28,S,11.69,S,Convolution,Conventional,15000000,0.746,0.625,0.219,0.338,0.037,0.305,0.409,0.9276,0.851,0.423372024,0.406279734,0.202373517,0.471,0.508,0.7464,0.57,0.30019685,0.588935843,0.545454545,0.501,0.671
ssl_resnet50,ssl_resnet50,yfc-semisl,224,0.28,S,25.56,S,Convolution,Conventional,15000000,0.804,0.693,0.299,0.421,0.159,0.393,0.489,0.9594,0.918,0.520952194,0.478591817,0.36039975,0.569,0.593,0.8116,0.658,0.391141732,0.68305801,0.568181818,0.575,0.708
ssl_resnext101_32x16d,ssl_resnext101_32x16d,yfc-semisl,224,0.28,S,194.03,L,Convolution,Conventional,15000000,0.831,0.726,0.347,0.472,0.327,0.468,0.563,0.9676,0.925,0.572693291,0.519346654,0.467832605,0.621,0.642,0.8436,0.687,0.437795276,0.724164426,0.704545455,0.638,0.756
ssl_resnext101_32x4d,ssl_resnext101_32x4d,yfc-semisl,224,0.28,S,44.18,S,Convolution,Conventional,15000000,0.82,0.71,0.324,0.449,0.242,0.431,0.526,0.9644,0.918,0.532559512,0.486045036,0.399125547,0.584,0.606,0.8278,0.675,0.407874016,0.705339992,0.590909091,0.595,0.719
ssl_resnext101_32x8d,ssl_resnext101_32x8d,yfc-semisl,224,0.28,S,88.79,M,Convolution,Conventional,15000000,0.826,0.719,0.338,0.461,0.291,0.452,0.547,0.965,0.916,0.567774936,0.504440216,0.448469706,0.609,0.631,0.84,0.689,0.432480315,0.716865156,0.693181818,0.633,0.754
ssl_resnext50_32x4d,ssl_resnext50_32x4d,yfc-semisl,224,0.28,S,25.03,S,Convolution,Conventional,15000000,0.813,0.704,0.311,0.436,0.2,0.413,0.508,0.9626,0.92,0.528624828,0.491119569,0.366645846,0.577,0.599,0.8236,0.677,0.404527559,0.669996158,0.704545455,0.614,0.746
swin_base_patch4_window12_384,swin_base_patch4_window12_384,in21k,384,0.48,M,87.9,M,ViT,Conventional,14200000,0.865,0.769,0.504,0.656,0.645,0.644,0.745,0.982,0.951,0.754672438,0.666349508,0.797001874,0.792,0.807,0.8626,0.715,0.482480315,0.784863619,0.886363636,0.717,0.831
swin_base_patch4_window7_224,swin_base_patch4_window7_224,in21k,224,0.28,S,87.77,M,ViT,Conventional,14200000,0.852,0.755,0.414,0.544,0.514,0.557,0.654,0.9776,0.94,0.722408027,0.636060894,0.670206121,0.742,0.759,0.8498,0.693,0.469685039,0.759892432,0.75,0.668,0.786
swin_large_patch4_window12_384,swin_large_patch4_window12_384,in21k,384,0.48,M,196.74,L,ViT,Conventional,14200000,0.871,0.778,0.537,0.708,0.696,0.68,0.781,0.9822,0.949,0.763722211,0.687123375,0.834478451,0.809,0.824,0.873,0.75,0.501574803,0.792547061,0.840909091,0.721,0.826
swin_large_patch4_window7_224,swin_large_patch4_window7_224,in21k,224,0.28,S,196.53,L,ViT,Conventional,14200000,0.861,0.766,0.478,0.632,0.609,0.621,0.721,0.981,0.95,0.750541019,0.679828735,0.742660837,0.781,0.796,0.8568,0.711,0.490354331,0.782942758,0.761363636,0.686,0.801
swin_s3_base_224,swin_s3_base_224,in1k,224,0.28,S,71.13,M,ViT,Conventional,1200000,0.84,0.737,0.37,0.498,0.398,0.501,0.596,0.9688,0.913,0.560299036,0.493498256,0.547158026,0.628,0.648,0.8712,0.692,0.475,0.709181713,0.693181818,0.642,0.737
swin_s3_small_224,swin_s3_small_224,in1k,224,0.28,S,49.74,S,ViT,Conventional,1200000,0.837,0.733,0.362,0.489,0.369,0.488,0.583,0.9694,0.923,0.520165257,0.482397716,0.534665834,0.615,0.634,0.8636,0.69,0.468700787,0.693814829,0.704545455,0.639,0.74
swin_s3_tiny_224,swin_s3_tiny_224,in1k,224,0.28,S,28.33,S,ViT,Conventional,1200000,0.823,0.715,0.331,0.457,0.265,0.442,0.537,0.9648,0.914,0.498721228,0.4635268,0.452841974,0.582,0.603,0.8456,0.668,0.420472441,0.664617749,0.613636364,0.592,0.7
swin_small_patch4_window7_224,swin_small_patch4_window7_224,in1k,224,0.28,S,49.61,S,ViT,Conventional,1200000,0.831,0.726,0.347,0.472,0.326,0.468,0.563,0.9662,0.916,0.514459965,0.480336188,0.512179888,0.606,0.627,0.854,0.697,0.45,0.686131387,0.715909091,0.637,0.746
swin_tiny_patch4_window7_224,swin_tiny_patch4_window7_224,in1k,224,0.28,S,28.29,S,ViT,Conventional,1200000,0.814,0.706,0.313,0.438,0.211,0.417,0.512,0.9618,0.908,0.481605351,0.449254678,0.424109931,0.566,0.588,0.8324,0.659,0.389370079,0.640030734,0.579545455,0.567,0.681
swinv2_base_window12to16_192to256_22kft1k,swinv2_base_window12to16_192to256_22kft1k,in21k,256,0.32,M,87.92,M,ViT,Conventional,14200000,0.864,0.769,0.495,0.644,0.632,0.635,0.735,0.9798,0.943,0.748967145,0.662226451,0.771392879,0.781,0.797,0.8604,0.713,0.496653543,0.793699577,0.840909091,0.711,0.826
swinv2_base_window12to24_192to384_22kft1k,swinv2_base_window12to24_192to384_22kft1k,in21k,384,0.48,M,87.92,M,ViT,Conventional,14200000,0.875,0.786,0.558,0.747,0.713,0.701,0.801,0.9822,0.953,0.754475703,0.679670155,0.85259213,0.81,0.825,0.8738,0.737,0.5,0.798309643,0.840909091,0.719,0.823
swinv2_base_window16_256,swinv2_base_window16_256,in1k,256,0.32,M,87.92,M,ViT,Conventional,1200000,0.848,0.746,0.397,0.527,0.463,0.533,0.629,0.9696,0.922,0.561676175,0.503805899,0.615865084,0.651,0.671,0.8752,0.711,0.487401575,0.736073761,0.738636364,0.668,0.763
swinv2_base_window8_256,swinv2_base_window8_256,in1k,256,0.32,M,87.92,M,ViT,Conventional,1200000,0.842,0.739,0.376,0.504,0.415,0.509,0.605,0.9714,0.933,0.548298249,0.50539169,0.569019363,0.639,0.658,0.8642,0.709,0.464173228,0.724548598,0.715909091,0.653,0.756
swinv2_cr_small_224,swinv2_cr_small_224,in1k,224,0.28,S,49.7,S,ViT,Conventional,1200000,0.83,0.724,0.346,0.471,0.317,0.465,0.56,0.9658,0.917,0.493015935,0.451316207,0.482198626,0.586,0.607,0.8558,0.682,0.431889764,0.64848252,0.727272727,0.622,0.727
swinv2_cr_small_ns_224,swinv2_cr_small_ns_224,in1k,224,0.28,S,49.7,S,ViT,Conventional,1200000,0.831,0.726,0.348,0.474,0.329,0.469,0.564,0.967,0.917,0.538461538,0.476688868,0.503435353,0.609,0.63,0.8612,0.691,0.447047244,0.679984633,0.693181818,0.628,0.729
swinv2_cr_tiny_ns_224,swinv2_cr_tiny_ns_224,in1k,224,0.28,S,28.33,S,ViT,Conventional,1200000,0.819,0.71,0.324,0.448,0.241,0.431,0.526,0.9648,0.908,0.462718867,0.442911513,0.467207995,0.57,0.591,0.835,0.67,0.395669291,0.638878217,0.636363636,0.585,0.701
swinv2_large_window12to16_192to256_22kft1k,swinv2_large_window12to16_192to256_22kft1k,in21k,256,0.32,M,196.74,L,ViT,Conventional,14200000,0.869,0.773,0.52,0.677,0.673,0.661,0.761,0.9816,0.941,0.764705882,0.681097368,0.788257339,0.794,0.809,0.8742,0.737,0.513385827,0.802535536,0.795454545,0.712,0.814
swinv2_large_window12to24_192to384_22kft1k,swinv2_large_window12to24_192to384_22kft1k,in21k,384,0.48,M,196.74,L,ViT,Conventional,14200000,0.875,0.791,0.568,0.758,0.739,0.714,0.816,0.982,0.948,0.776706669,0.694418015,0.851342911,0.818,0.833,0.8806,0.745,0.521062992,0.804456396,0.863636364,0.734,0.834
swinv2_small_window16_256,swinv2_small_window16_256,in1k,256,0.32,M,49.73,S,ViT,Conventional,1200000,0.843,0.74,0.379,0.509,0.423,0.513,0.609,0.971,0.928,0.55439701,0.510466223,0.57401624,0.642,0.661,0.8732,0.715,0.475590551,0.711870918,0.738636364,0.66,0.756
swinv2_small_window8_256,swinv2_small_window8_256,in1k,256,0.32,M,49.73,S,ViT,Conventional,1200000,0.838,0.735,0.364,0.493,0.378,0.493,0.588,0.9684,0.928,0.528231359,0.485727878,0.54028732,0.621,0.641,0.8582,0.703,0.443110236,0.696504034,0.693181818,0.634,0.739
swinv2_tiny_window16_256,swinv2_tiny_window16_256,in1k,256,0.32,M,28.35,S,ViT,Conventional,1200000,0.83,0.725,0.347,0.471,0.317,0.465,0.56,0.9656,0.919,0.513673028,0.463368221,0.493441599,0.597,0.618,0.8556,0.694,0.419488189,0.659623511,0.659090909,0.608,0.711
swinv2_tiny_window8_256,swinv2_tiny_window8_256,in1k,256,0.32,M,28.35,S,ViT,Conventional,1200000,0.823,0.715,0.331,0.457,0.264,0.442,0.537,0.9646,0.907,0.462718867,0.446558833,0.460961899,0.569,0.59,0.8358,0.673,0.393700787,0.62850557,0.693181818,0.597,0.714
swsl_resnet18,swsl_resnet18,ig1b,224,0.28,S,11.69,S,Convolution,Conventional,1000000000,0.771,0.653,0.252,0.37,0.063,0.335,0.435,0.933,0.868,0.638599252,0.598953378,0.242973142,0.587,0.629,0.7686,0.606,0.428346457,0.716480983,0.613636364,0.591,0.769
swsl_resnet50,swsl_resnet50,ig1b,224,0.28,S,25.56,S,Convolution,Conventional,1000000000,0.827,0.721,0.34,0.463,0.298,0.456,0.551,0.9648,0.923,0.801691914,0.752299397,0.489069332,0.742,0.769,0.8362,0.708,0.536614173,0.812908183,0.693181818,0.688,0.823
swsl_resnext101_32x16d,swsl_resnext101_32x16d,ig1b,224,0.28,S,194.03,L,Convolution,Conventional,1000000000,0.847,0.746,0.396,0.527,0.461,0.533,0.629,0.9732,0.939,0.869958686,0.807484935,0.550281074,0.792,0.814,0.8522,0.735,0.588976378,0.846715328,0.727272727,0.724,0.85
swsl_resnext101_32x4d,swsl_resnext101_32x4d,ig1b,224,0.28,S,44.18,S,Convolution,Conventional,1000000000,0.842,0.74,0.377,0.505,0.416,0.51,0.606,0.9756,0.938,0.82156207,0.761338408,0.560899438,0.77,0.789,0.8582,0.729,0.573031496,0.847867845,0.75,0.725,0.845
swsl_resnext101_32x8d,swsl_resnext101_32x8d,ig1b,224,0.28,S,88.79,M,Convolution,Conventional,1000000000,0.851,0.754,0.414,0.543,0.512,0.556,0.653,0.9762,0.943,0.853629746,0.781319378,0.636477202,0.804,0.824,0.8702,0.741,0.583070866,0.85055705,0.795454545,0.743,0.854
swsl_resnext50_32x4d,swsl_resnext50_32x4d,ig1b,224,0.28,S,25.03,S,Convolution,Conventional,1000000000,0.831,0.726,0.349,0.475,0.33,0.47,0.566,0.9684,0.926,0.792248672,0.739613067,0.507183011,0.741,0.765,0.8446,0.708,0.543503937,0.828275067,0.681818182,0.69,0.817
tf_efficientnet_b0,tf_efficientnet_b0.aa_in1k,in1k,224,0.28,S,5.29,S,Convolution,Conventional,1200000,0.763,0.641,0.239,0.359,0.051,0.323,0.423,0.9404,0.86,0.446783396,0.422930542,0.211118051,0.485,0.516,0.7894,0.612,0.376377953,0.641567422,0.465909091,0.524,0.664
tf_efficientnet_b0_ap,tf_efficientnet_b0_ap,in1k,224,0.28,S,5.29,S,Convolution,Conventional,1200000,0.766,0.644,0.244,0.363,0.053,0.326,0.426,0.5032,0.415,0.02006689,0.166825246,0.105559026,0.177,0.352,0.3696,0.254,0.033858268,0.228966577,0.284090909,0.2,0.541
tf_efficientnet_b0_ns,tf_efficientnet_b0_ns,jft300m,224,0.28,S,5.29,S,Convolution,Conventional,300000000,0.792,0.677,0.281,0.401,0.11,0.367,0.463,0.9492,0.893,0.505213457,0.495242626,0.299812617,0.548,0.577,0.812,0.638,0.442519685,0.701882443,0.522727273,0.576,0.709
